Symbol	Name	MarketCap	Sector	Industry
FEP	First Trust Europe AlphaDEX Fund	926058077.8	n/a	n/a
FEUZ	First Trust Eurozone AlphaDEX ETF	79087585.5	n/a	n/a
FEX	First Trust Large Cap Core AlphaDEX Fund	1502750120	n/a	n/a
FEYE	"FireEye, Inc."	3067021026	Technology	Computer peripheral equipment
FFBC	First Financial Bancorp.	3105494202	Finance	Major Banks
FFBCW	First Financial Bancorp.	0	Finance	Major Banks
FFBW	"FFBW, Inc."	73729375	Finance	Savings Institutions
FFHL	"Fuwei Films (Holdings) Co., Ltd."	9503585.67	Capital Goods	Specialty Chemicals
FFIC	Flushing Financial Corporation	767812805.3	Finance	Major Banks
FFIN	"First Financial Bankshares, Inc."	3567138043	Finance	Major Banks
FFIV	"F5 Networks, Inc."	10832561609	Technology	Computer Communications Equipment
FFKT	Farmers Capital Bank Corporation	400054104.8	Finance	Major Banks
FFNW	"First Financial Northwest, Inc."	214726126.1	Finance	Major Banks
FFWM	First Foundation Inc.	863738187	Finance	Major Banks
FGBI	"First Guaranty Bancshares, Inc."	240435877.5	Finance	Savings Institutions
FGEN	"FibroGen, Inc"	5616871447	Health Care	Major Pharmaceuticals
FGM	First Trust Germany AlphaDEX Fund	245492094.4	n/a	n/a
FHB	"First Hawaiian, Inc."	4004714813	Finance	Major Banks
FHK	First Trust Hong Kong AlphaDEX Fund	3811116.221	n/a	n/a
FIBK	"First Interstate BancSystem, Inc."	2446379360	Finance	Major Banks
FINX	Global X FinTech ETF	0	n/a	n/a
FISI	"Financial Institutions, Inc."	531240861	Finance	Major Banks
FISV	"Fiserv, Inc."	30908381314	Technology	EDP Services
FITB	Fifth Third Bancorp	19754626973	Finance	Major Banks
FITBI	Fifth Third Bancorp	493380000	Finance	Major Banks
FIVE	"Five Below, Inc."	5501820154	Consumer Services	Department/Specialty Retail Stores
FIVN	"Five9, Inc."	2060468872	Technology	EDP Services
FIXD	First Trust TCW Opportunistic Fixed Income ETF	266490098.7	n/a	n/a
FIXX	"Homology Medicines, Inc."	801365136.6	Health Care	Major Pharmaceuticals
FIZZ	National Beverage Corp.	4990016410	Consumer Non-Durables	Beverages (Production/Distribution)
FJP	First Trust Japan AlphaDEX Fund	168888109	n/a	n/a
FKO	First Trust South Korea AlphaDEX Fund	2501050.02	n/a	n/a
FKU	First Trust United Kingdom AlphaDEX Fund	12021080.14	n/a	n/a
FLAG	Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S	16880000	n/a	n/a
FLAT	Barclays PLC	4796946	Finance	Commercial Banks
FLDM	Fluidigm Corporation	235053962.8	Capital Goods	Biotechnology: Laboratory Analytical Instruments
FLEX	Flex Ltd.	7565001777	Technology	Electrical Products
FLGT	"Fulgent Genetics, Inc."	75670816.86	Health Care	Medical Specialities
FLIC	The First of Long Island Corporation	642552990.3	Finance	Major Banks
FLIR	"FLIR Systems, Inc."	7103584570	Capital Goods	Industrial Machinery/Components
FLKS	"Flex Pharma, Inc."	16911103.84	Health Care	Major Pharmaceuticals
FLL	"Full House Resorts, Inc."	90162767.65	Consumer Services	Hotels/Resorts
FLN	First Trust Latin America AlphaDEX Fund	11826786.39	n/a	n/a
FLNT	"Fluent, Inc."	188065727.5	Consumer Services	Advertising
FLWS	"1-800 FLOWERS.COM, Inc."	830161695.6	Consumer Services	Other Specialty Stores
FLXN	"Flexion Therapeutics, Inc."	983451935.7	Health Care	Major Pharmaceuticals
FLXS	"Flexsteel Industries, Inc."	313881923.9	Consumer Durables	Home Furnishings
FMAO	"Farmers & Merchants Bancorp, Inc."	384260190.6	Finance	Savings Institutions
FMB	First Trust Managed Municipal ETF	396075105.6	n/a	n/a
FMBH	"First Mid-Illinois Bancshares, Inc."	626600458	Finance	Major Banks
FMBI	"First Midwest Bancorp, Inc."	2686387256	Finance	Major Banks
FMHI	First Trust Municipal High Income ETF	27676595.64	n/a	n/a
FMI	"Foundation Medicine, Inc."	5071492543	Health Care	Medical Specialities
FMK	First Trust Mega Cap AlphaDEX Fund	15619479.42	n/a	n/a
FMNB	Farmers National Banc Corp.	457457242.6	Finance	Major Banks
FNBG	FNB Bancorp	283393731.7	Finance	Major Banks
FNCB	FNCB Bancorp Inc.	146898262.1	Finance	Major Banks
FNGN	"Financial Engines, Inc."	2867256630	Finance	Investment Managers
FNHC	FedNat Holding Company	291918882.2	Finance	Property-Casualty Insurers
FNJN	"Finjan Holdings, Inc."	104828199.8	Miscellaneous	Multi-Sector Companies
FNK	First Trust Mid Cap Value AlphaDEX Fund	49475818.3	n/a	n/a
FNKO	"Funko, Inc."	718423782.2	Consumer Non-Durables	Recreational Products/Toys
FNLC	"First Bancorp, Inc (ME)"	328412760.7	Finance	Major Banks
FNSR	Finisar Corporation	2157115371	Technology	Semiconductors
FNTE	FinTech Acquisition Corp. II	238933330	Miscellaneous	Business Services
FNTEU	FinTech Acquisition Corp. II	0	Miscellaneous	Business Services
FNTEW	FinTech Acquisition Corp. II	0	Miscellaneous	Business Services
FNWB	First Northwest Bancorp	187901104.6	Finance	Banks
FNX	First Trust Mid Cap Core AlphaDEX Fund	885120639.9	n/a	n/a
FNY	First Trust Mid Cap Growth AlphaDEX Fund	192613738.6	n/a	n/a
FOANC	Gabelli NextShares Trust	0	n/a	n/a
FOLD	"Amicus Therapeutics, Inc."	3040043795	Health Care	Major Pharmaceuticals
FOMX	Foamix Pharmaceuticals Ltd.	207784422.2	Consumer Durables	Specialty Chemicals
FONE	First Trust NASDAQ Smartphone Index Fund	14567797.12	n/a	n/a
FONR	Fonar Corporation	176737685.6	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
FORD	"Forward Industries, Inc."	16368472.88	Consumer Non-Durables	Plastic Products
FORK	Fuling Global Inc.	54441707.25	Consumer Non-Durables	Plastic Products
FORM	"FormFactor, Inc."	1051658842	Technology	Semiconductors
FORR	"Forrester Research, Inc."	788598400	Consumer Services	Diversified Commercial Services
FORTY	Formula Systems (1985) Ltd.	6208248.46	Technology	EDP Services
FOSL	"Fossil Group, Inc."	1408232111	Consumer Non-Durables	Consumer Specialties
FOX	"Twenty-First Century Fox, Inc."	89719165714	Consumer Services	Television Services
FOXA	"Twenty-First Century Fox, Inc."	59740592194	Consumer Services	Television Services
FOXF	Fox Factory Holding Corp.	1992887787	Consumer Non-Durables	Motor Vehicles
FPA	First Trust Asia Pacific Ex-Japan AlphaDEX Fund	51400384.25	n/a	n/a
FPAY	"FlexShopper, Inc."	18001303.4	Technology	Diversified Commercial Services
FPRX	"Five Prime Therapeutics, Inc."	599614191.7	Health Care	Major Pharmaceuticals
FPXI	First Trust International IPO ETF	25965069.24	n/a	n/a
FRAN	Francesca&#39;s Holdings Corporation	297551537.3	Consumer Services	Clothing/Shoe/Accessory Stores
FRBA	First Bank	263195707.8	n/a	n/a
FRBK	"Republic First Bancorp, Inc."	467042450.1	Finance	Major Banks
FRED	"Fred&#39;s, Inc."	84580558.66	Consumer Services	Department/Specialty Retail Stores
FRGI	"Fiesta Restaurant Group, Inc."	818929271.1	Consumer Services	Restaurants
FRME	First Merchants Corporation	2368643765	Finance	Major Banks
FRPH	"FRP Holdings, Inc."	660467288.7	Finance	Real Estate
FRPT	"Freshpet, Inc."	1006742880	Consumer Non-Durables	Packaged Foods
FRSH	"Papa Murphy&#39;s Holdings, Inc."	86574851.1	Consumer Services	Restaurants
FRSX	Foresight Autonomous Holdings Ltd.	4008560.4	Technology	Computer Software: Prepackaged Software
FRTA	"Forterra, Inc."	630680269.2	Capital Goods	Building Materials
FSAC	Federal Street Acquisition Corp.	564650000	Finance	Business Services
FSACU	Federal Street Acquisition Corp.	0	Finance	Business Services
FSACW	Federal Street Acquisition Corp.	0	Finance	Business Services
FSBC	"FSB Bancorp, Inc."	34457046.62	Finance	Savings Institutions
FSBW	"FS Bancorp, Inc."	236060454.2	Finance	Banks
FSCT	"ForeScout Technologies, Inc."	1446502176	Technology	Computer peripheral equipment
FSFG	"First Savings Financial Group, Inc."	168545545.6	Finance	Savings Institutions
FSLR	"First Solar, Inc."	5712737460	Technology	Semiconductors
FSNN	"Fusion Connect, Inc."	309920866.2	Technology	Computer Software: Prepackaged Software
FSTR	L.B. Foster Company	247731745.5	Basic Industries	Metal Fabrications
FSV	FirstService Corporation	2683070386	Finance	Real Estate
FSZ	First Trust Switzerland AlphaDEX Fund	245458601.2	n/a	n/a
FTA	First Trust Large Cap Value AlphaDEX Fund	1065300106	n/a	n/a
FTAG	First Trust Indxx Global Agriculture ETF	7558422.96	n/a	n/a
FTC	First Trust Large Cap Growth AlphaDEX Fund	884004133.9	n/a	n/a
FTCS	First Trust Capital Strength ETF	949068102.9	n/a	n/a
FTD	"FTD Companies, Inc."	136298850.4	Consumer Services	Other Consumer Services
FTEK	"Fuel Tech, Inc."	23783412.9	Capital Goods	Pollution Control Equipment
FTEO	"FRONTEO, Inc."	951320.7	n/a	n/a
FTFT	Future FinTech Group Inc.	53706430.98	Consumer Non-Durables	Packaged Foods
FTGC	First Trust Global Tactical Commodity Strategy Fund	296448147	n/a	n/a
FTHI	First Trust BuyWrite Income ETF	63723396.97	n/a	n/a
FTLB	First Trust Hedged BuyWrite Income ETF	13611165.37	n/a	n/a
FTNT	"Fortinet, Inc."	10921269562	Technology	Computer peripheral equipment
FTR	Frontier Communications Corporation	441560380	Public Utilities	Telecommunications Equipment
FTRI	First Trust Indxx Global Natural Resources Income ETF	8855725.302	n/a	n/a
FTSL	First Trust Senior Loan Fund ETF	1572529596	n/a	n/a
FTSM	First Trust Enhanced Short Maturity ETF	2210983440	n/a	n/a
FTSV	"Forty Seven, Inc."	467377606.8	Health Care	Major Pharmaceuticals
FTXD	First Trust Nasdaq Retail ETF	2291045.82	n/a	n/a
FTXG	First Trust Nasdaq Food & Beverage ETF	986789.47	n/a	n/a
FTXH	First Trust Nasdaq Pharmaceuticals ETF	3303044.04	n/a	n/a
FTXL	First Trust Nasdaq Semiconductor ETF	44226065.52	n/a	n/a
FTXN	First Trust Nasdaq Oil & Gas ETF	30875049.4	n/a	n/a
FTXO	First Trust Nasdaq Bank ETF	1331045158	n/a	n/a
FTXR	First Trust Nasdaq Transportation ETF	3645798.61	n/a	n/a
FULT	Fulton Financial Corporation	2926304100	Finance	Major Banks
FUNC	First United Corporation	136754673.8	Finance	Major Banks
FUND	"Sprott Focus Trust, Inc."	195272518	Consumer Services	Miscellaneous
FUSB	"First US Bancshares, Inc."	69602994.03	Finance	Major Banks
FUV	"Arcimoto, Inc."	74501926.2	Consumer Non-Durables	Motor Vehicles
FV	First Trust Dorsey Wright Focus 5 ETF	2749995560	n/a	n/a
FVC	First Trust Dorsey Wright Dynamic Focus 5 ETF	547107656.1	n/a	n/a
FVE	Five Star Senior Living Inc.	73278539.8	Health Care	Hospital/Nursing Management
FWONA	Liberty Media Corporation	0	Consumer Services	Broadcasting
FWONK	Liberty Media Corporation	8921874415	Consumer Services	Broadcasting
FWP	Forward Pharma A/S	32385683.7	Health Care	Major Pharmaceuticals
FWRD	Forward Air Corporation	1761664170	Transportation	Oil Refining/Marketing
FYC	First Trust Small Cap Growth AlphaDEX Fund	328351600.3	n/a	n/a
FYT	First Trust Small Cap Value AlphaDEX Fund	69160079.04	n/a	n/a
FYX	First Trust Small Cap Core AlphaDEX Fund	700812136.1	n/a	n/a
GABC	"German American Bancorp, Inc."	835326083.8	Finance	Major Banks
GAIA	"Gaia, Inc."	363933864.8	Consumer Services	Movies/Entertainment
GAIN	Gladstone Investment Corporation	391243711.3	n/a	n/a
GAINM	Gladstone Investment Corporation	0	n/a	n/a
GAINN	Gladstone Investment Corporation	0	n/a	n/a
GAINO	Gladstone Investment Corporation	0	n/a	n/a
GALT	Galectin Therapeutics Inc.	254371960.8	Health Care	Major Pharmaceuticals
GARS	Garrison Capital Inc.	131444192.9	n/a	n/a
GASS	"StealthGas, Inc."	159840857.6	Transportation	Marine Transportation
GBCI	"Glacier Bancorp, Inc."	3394825830	Finance	Major Banks
GBDC	"Golub Capital BDC, Inc."	1116529453	n/a	n/a
GBLI	Global Indemnity Limited	568348480	Finance	Property-Casualty Insurers
GBLIL	Global Indemnity Limited	0	Finance	Property-Casualty Insurers
GBLIZ	Global Indemnity Limited	0	Finance	Property-Casualty Insurers
GBLK	GoodBulk Ltd.	0	Transportation	Marine Transportation
GBNK	Guaranty Bancorp	893954634	Finance	Major Banks
GBT	"Global Blood Therapeutics, Inc."	2301067696	Health Care	Major Pharmaceuticals
GCBC	"Greene County Bancorp, Inc."	294168183	Finance	Banks
GCVRZ	Sanofi	0	Health Care	Major Pharmaceuticals
GDEN	"Golden Entertainment, Inc."	772604929.5	Consumer Services	Services-Misc. Amusement & Recreation
GDS	GDS Holdings Limited	1979415311	Technology	"Computer Software: Programming, Data Processing"
GEC	"Great Elm Capital Group, Inc. "	85711652.05	Technology	Computer Software: Prepackaged Software
GECC	Great Elm Capital Corp.	100558665.4	n/a	n/a
GECCL	Great Elm Capital Corp.	0	n/a	n/a
GECCM	Great Elm Capital Corp.	0	n/a	n/a
GEMP	Gemphire Therapeutics Inc.	115139412.2	Health Care	Major Pharmaceuticals
GENC	Gencor Industries Inc.	234668242.8	Capital Goods	Construction/Ag Equipment/Trucks
GENE	Genetic Technologies Ltd	11250633.45	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
GENY	Principal Millennials Index ETF	20637302.52	n/a	n/a
GEOS	Geospace Technologies Corporation	195929327.9	Capital Goods	Industrial Machinery/Components
GERN	Geron Corporation	649052448.8	Health Care	Major Pharmaceuticals
GEVO	"Gevo, Inc."	18397872.38	Basic Industries	Major Chemicals
GFED	"Guaranty Federal Bancshares, Inc."	108246235.4	Finance	Major Banks
GFN	General Finance Corporation	367909492.5	Technology	Diversified Commercial Services
GFNCP	General Finance Corporation	0	Technology	Diversified Commercial Services
GFNSL	General Finance Corporation	0	Technology	Diversified Commercial Services
GGAL	Grupo Financiero Galicia S.A.	2296486448	Finance	Commercial Banks
GHDX	"Genomic Health, Inc."	1775401168	Health Care	Medical Specialities
GIFI	"Gulf Island Fabrication, Inc."	139900532.4	Capital Goods	Metal Fabrications
GIGM	GigaMedia Limited	32162003.85	Technology	"Computer Software: Programming, Data Processing"
GIII	"G-III Apparel Group, LTD."	2124102614	Consumer Non-Durables	Apparel
GILD	"Gilead Sciences, Inc."	97792617175	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
GILT	Gilat Satellite Networks Ltd.	497585026	Technology	Radio And Television Broadcasting And Communications Equipment
GLAD	Gladstone Capital Corporation	243693714.7	Consumer Non-Durables	Textiles
GLADN	Gladstone Capital Corporation	0	Consumer Non-Durables	Textiles
GLBS	Globus Maritime Limited	17076250	Transportation	Marine Transportation
GLBZ	Glen Burnie Bancorp	33272655.15	Finance	Major Banks
GLDD	Great Lakes Dredge & Dock Corporation	336029104.8	Basic Industries	Military/Government/Technical
GLDI	Credit Suisse AG	115700346.3	Finance	Investment Bankers/Brokers/Service
GLIBA	"GCI Liberty, Inc."	5129681180	Public Utilities	Telecommunications Equipment
GLIBP	"GCI Liberty, Inc."	870453750	Public Utilities	Telecommunications Equipment
GLMD	Galmed Pharmaceuticals Ltd.	181190457.1	Health Care	Major Pharmaceuticals
GLNG	Golar LNG Limited	3029967000	Consumer Services	Marine Transportation
GLPG	Galapagos NV	965608126.4	Health Care	Major Pharmaceuticals
GLPI	"Gaming and Leisure Properties, Inc."	7694615215	Consumer Services	Real Estate Investment Trusts
GLRE	"Greenlight Reinsurance, Ltd."	518032859.4	Finance	Property-Casualty Insurers
GLUU	Glu Mobile Inc.	917567126.4	Technology	EDP Services
GLYC	"GlycoMimetics, Inc."	717776948	Health Care	Major Pharmaceuticals
GMLP	Golar LNG Partners LP	1094664015	Consumer Services	Marine Transportation
GMLPP	Golar LNG Partners LP	0	Consumer Services	Marine Transportation
GNBC	"Green Bancorp, Inc."	816291489.6	Finance	Major Banks
GNCA	"Genocea Biosciences, Inc."	71933856.76	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
GNMA	iShares GNMA Bond ETF	104275000	n/a	n/a
GNMK	"GenMark Diagnostics, Inc."	376804388	Health Care	Medical/Dental Instruments
GNMX	"Aevi Genomic Medicine, Inc."	60820696.63	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
GNPX	"Genprex, Inc."	105616637.6	Health Care	Major Pharmaceuticals
GNRX	VanEck Vectors Generic Drugs ETF	3710100	n/a	n/a
GNTX	Gentex Corporation	6369845808	Capital Goods	Auto Parts:O.E.M.
GNTY	"Guaranty Bancshares, Inc."	394591938.4	Finance	Major Banks
GNUS	"Genius Brands International, Inc."	20703899.94	Consumer Services	Movies/Entertainment
GOGL	Golden Ocean Group Limited	1259282395	Consumer Services	Marine Transportation
GOGO	Gogo Inc.	425451232.4	Consumer Services	Telecommunications Equipment
GOLD	Randgold Resources Limited	2937394442	Basic Industries	Precious Metals
GOOD	Gladstone Commercial Corporation	565649161.9	Consumer Services	Real Estate
GOODM	Gladstone Commercial Corporation	0	Consumer Services	Real Estate
GOODO	Gladstone Commercial Corporation	30107345	Consumer Services	Real Estate
GOODP	Gladstone Commercial Corporation	26214700	Consumer Services	Real Estate
GOOG	Alphabet Inc.	7.91904E+11	Technology	"Computer Software: Programming, Data Processing"
GOOGL	Alphabet Inc.	8.02259E+11	Technology	"Computer Software: Programming, Data Processing"
GOV	Government Properties Income Trust	1639912948	Finance	Real Estate
GOVNI	Government Properties Income Trust	0	Finance	Real Estate
GPAQ	Gordon Pointe Acquisition Corp.	39212784	Finance	Business Services
GPAQU	Gordon Pointe Acquisition Corp.	0	Finance	Business Services
GPAQW	Gordon Pointe Acquisition Corp.	0	Finance	Business Services
GPIC	Gaming Partners International Corporation	65213878.4	Consumer Non-Durables	Recreational Products/Toys
GPOR	Gulfport Energy Corporation	2297493951	Energy	Oil & Gas Production
GPP	Green Plains Partners LP	550344987.7	Basic Industries	Major Chemicals
GPRE	"Green Plains, Inc."	699377753.1	Basic Industries	Major Chemicals
GPRO	"GoPro, Inc."	1027927844	Miscellaneous	Industrial Machinery/Components
GRBIC	Gabelli NextShares Trust	0	n/a	n/a
GRBK	"Green Brick Partners, Inc."	497054863.2	Capital Goods	Homebuilding
GRFS	"Grifols, S.A."	3139361168	Health Care	Major Pharmaceuticals
GRID	First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index 	34419098.34	n/a	n/a
GRIF	"Griffin Industrial Realty, Inc."	222044666.4	Finance	Real Estate
GRIN	Grindrod Shipping Holdings Ltd.	279731314.6	Transportation	Marine Transportation
GRMN	Garmin Ltd.	11565788994	Capital Goods	Industrial Machinery/Components
GRNQ	Greenpro Capital Corp.	440910055.8	Technology	EDP Services
GROW	"U.S. Global Investors, Inc."	28623222.18	Finance	Investment Managers
GRPN	"Groupon, Inc."	2461723715	Technology	Advertising
GRVY	"GRAVITY Co., Ltd."	95053757.13	Miscellaneous	Business Services
GSBC	"Great Southern Bancorp, Inc."	833792908.9	Finance	Major Banks
GSHD	"Goosehead Insurance, Inc."	337925677	Finance	Specialty Insurers
GSHT	"Gores Holdings II, Inc."	509500000	Finance	Business Services
GSHTU	"Gores Holdings II, Inc."	0	Finance	Business Services
GSHTW	"Gores Holdings II, Inc."	0	Finance	Business Services
GSIT	"GSI Technology, Inc."	160262230	Technology	Semiconductors
GSKY	"GreenSky, Inc."	4317720781	Miscellaneous	Business Services
GSM	Ferroglobe PLC	1398170823	Capital Goods	Metal Fabrications
GSUM	Gridsum Holding Inc.	109193312.5	Technology	Computer Software: Prepackaged Software
GSVC	GSV Capital Corp	147255100.6	n/a	n/a
GT	The Goodyear Tire & Rubber Company	5707927392	Consumer Durables	Automotive Aftermarket
